curve_id,pair_id,kind,archetype,GT,method,method_label,policy,regime,threshold,surveillance_days,n_events,any_event,first_event_day,alert_days,alert_day_proportion,mean_episode_duration_days,truth_T1_observable,truth_T2_observable,premature,detected_in_window,miss_before_T2,first_effective_alert_day,lead_to_T2_days,signed_timing_from_T1_days,endpoint,T2_shift_GT
validation_fast_respiratory_002_outbreak,validation_fast_respiratory_002,outbreak,fast_respiratory,3.2727027937187385,EEMD_CWT_Rt_concordance,EEMD-CWT/Rt concordance,review_1d,sensitivity_prioritized_target_2p25,1.055219814777607,196,7,True,69.0,7,0.03571428571428571,1.0,60.0,69.27270279371874,False,True,False,69.0,0.27270279371873585,9.0,observable_expansion_primary,1.0
validation_fast_respiratory_002_outbreak,validation_fast_respiratory_002,outbreak,fast_respiratory,3.2727027937187385,Rt_P_gt_1,Cori-style P(Rt>1),review_1d,sensitivity_prioritized_target_2p25,0.9355011551324904,196,9,True,30.0,9,0.04591836734693878,1.0,60.0,69.27270279371874,True,True,False,69.0,0.27270279371873585,9.0,observable_expansion_primary,1.0
validation_fast_respiratory_002_outbreak,validation_fast_respiratory_002,outbreak,fast_respiratory,3.2727027937187385,rolling_quantile,Rolling quantile,review_1d,sensitivity_prioritized_target_2p25,0.022483025315888423,196,7,True,42.0,7,0.03571428571428571,1.0,60.0,69.27270279371874,True,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_002_outbreak,validation_fast_respiratory_002,outbreak,fast_respiratory,3.2727027937187385,EWMA,EWMA,review_1d,sensitivity_prioritized_target_2p25,1.0603197769194608,196,7,True,30.0,7,0.03571428571428571,1.0,60.0,69.27270279371874,True,True,False,69.0,0.27270279371873585,9.0,observable_expansion_primary,1.0
validation_fast_respiratory_002_outbreak,validation_fast_respiratory_002,outbreak,fast_respiratory,3.2727027937187385,CUSUM,CUSUM,review_1d,sensitivity_prioritized_target_2p25,1.5087565142938533,196,2,True,30.0,2,0.01020408163265306,1.0,60.0,69.27270279371874,True,True,False,69.0,0.27270279371873585,9.0,observable_expansion_primary,1.0
validation_fast_respiratory_002_outbreak,validation_fast_respiratory_002,outbreak,fast_respiratory,3.2727027937187385,BOCPD,Bayesian online changepoint,review_1d,sensitivity_prioritized_target_2p25,0.03316165162890901,196,2,True,72.0,2,0.01020408163265306,1.0,60.0,69.27270279371874,False,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_002_no_outbreak,validation_fast_respiratory_002,no_outbreak,fast_respiratory,3.2727027937187385,EEMD_CWT_Rt_concordance,EEMD-CWT/Rt concordance,review_1d,sensitivity_prioritized_target_2p25,1.055219814777607,196,2,True,45.0,2,0.01020408163265306,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_002_no_outbreak,validation_fast_respiratory_002,no_outbreak,fast_respiratory,3.2727027937187385,Rt_P_gt_1,Cori-style P(Rt>1),review_1d,sensitivity_prioritized_target_2p25,0.9355011551324904,196,5,True,27.0,5,0.025510204081632654,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_002_no_outbreak,validation_fast_respiratory_002,no_outbreak,fast_respiratory,3.2727027937187385,rolling_quantile,Rolling quantile,review_1d,sensitivity_prioritized_target_2p25,0.022483025315888423,196,4,True,63.0,4,0.02040816326530612,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_002_no_outbreak,validation_fast_respiratory_002,no_outbreak,fast_respiratory,3.2727027937187385,EWMA,EWMA,review_1d,sensitivity_prioritized_target_2p25,1.0603197769194608,196,6,True,27.0,6,0.030612244897959183,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_002_no_outbreak,validation_fast_respiratory_002,no_outbreak,fast_respiratory,3.2727027937187385,CUSUM,CUSUM,review_1d,sensitivity_prioritized_target_2p25,1.5087565142938533,196,2,True,27.0,2,0.01020408163265306,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_002_no_outbreak,validation_fast_respiratory_002,no_outbreak,fast_respiratory,3.2727027937187385,BOCPD,Bayesian online changepoint,review_1d,sensitivity_prioritized_target_2p25,0.03316165162890901,196,1,True,27.0,1,0.00510204081632653,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_003_outbreak,validation_fast_respiratory_003,outbreak,fast_respiratory,2.736981005921389,EEMD_CWT_Rt_concordance,EEMD-CWT/Rt concordance,review_1d,sensitivity_prioritized_target_2p25,1.055219814777607,196,5,True,57.0,5,0.025510204081632654,1.0,42.0,49.736981005921386,False,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_003_outbreak,validation_fast_respiratory_003,outbreak,fast_respiratory,2.736981005921389,Rt_P_gt_1,Cori-style P(Rt>1),review_1d,sensitivity_prioritized_target_2p25,0.9355011551324904,196,12,True,51.0,12,0.061224489795918366,1.0,42.0,49.736981005921386,False,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_003_outbreak,validation_fast_respiratory_003,outbreak,fast_respiratory,2.736981005921389,rolling_quantile,Rolling quantile,review_1d,sensitivity_prioritized_target_2p25,0.022483025315888423,196,7,True,51.0,7,0.03571428571428571,1.0,42.0,49.736981005921386,False,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_003_outbreak,validation_fast_respiratory_003,outbreak,fast_respiratory,2.736981005921389,EWMA,EWMA,review_1d,sensitivity_prioritized_target_2p25,1.0603197769194608,196,7,True,51.0,7,0.03571428571428571,1.0,42.0,49.736981005921386,False,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_003_outbreak,validation_fast_respiratory_003,outbreak,fast_respiratory,2.736981005921389,CUSUM,CUSUM,review_1d,sensitivity_prioritized_target_2p25,1.5087565142938533,196,1,True,51.0,1,0.00510204081632653,1.0,42.0,49.736981005921386,False,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_003_outbreak,validation_fast_respiratory_003,outbreak,fast_respiratory,2.736981005921389,BOCPD,Bayesian online changepoint,review_1d,sensitivity_prioritized_target_2p25,0.03316165162890901,196,4,True,48.0,4,0.02040816326530612,1.0,42.0,49.736981005921386,False,True,False,48.0,1.7369810059213862,6.0,observable_expansion_primary,1.0
validation_fast_respiratory_003_no_outbreak,validation_fast_respiratory_003,no_outbreak,fast_respiratory,2.736981005921389,EEMD_CWT_Rt_concordance,EEMD-CWT/Rt concordance,review_1d,sensitivity_prioritized_target_2p25,1.055219814777607,196,2,True,45.0,2,0.01020408163265306,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_003_no_outbreak,validation_fast_respiratory_003,no_outbreak,fast_respiratory,2.736981005921389,Rt_P_gt_1,Cori-style P(Rt>1),review_1d,sensitivity_prioritized_target_2p25,0.9355011551324904,196,4,True,36.0,4,0.02040816326530612,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_003_no_outbreak,validation_fast_respiratory_003,no_outbreak,fast_respiratory,2.736981005921389,rolling_quantile,Rolling quantile,review_1d,sensitivity_prioritized_target_2p25,0.022483025315888423,196,3,True,36.0,3,0.015306122448979591,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_003_no_outbreak,validation_fast_respiratory_003,no_outbreak,fast_respiratory,2.736981005921389,EWMA,EWMA,review_1d,sensitivity_prioritized_target_2p25,1.0603197769194608,196,3,True,36.0,3,0.015306122448979591,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_003_no_outbreak,validation_fast_respiratory_003,no_outbreak,fast_respiratory,2.736981005921389,CUSUM,CUSUM,review_1d,sensitivity_prioritized_target_2p25,1.5087565142938533,196,4,True,36.0,4,0.02040816326530612,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_003_no_outbreak,validation_fast_respiratory_003,no_outbreak,fast_respiratory,2.736981005921389,BOCPD,Bayesian online changepoint,review_1d,sensitivity_prioritized_target_2p25,0.03316165162890901,196,4,True,27.0,4,0.02040816326530612,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_004_outbreak,validation_fast_respiratory_004,outbreak,fast_respiratory,2.7032507234228262,EEMD_CWT_Rt_concordance,EEMD-CWT/Rt concordance,review_1d,sensitivity_prioritized_target_2p25,1.055219814777607,196,10,True,63.0,10,0.05102040816326531,1.0,52.0,60.703250723422826,False,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_004_outbreak,validation_fast_respiratory_004,outbreak,fast_respiratory,2.7032507234228262,Rt_P_gt_1,Cori-style P(Rt>1),review_1d,sensitivity_prioritized_target_2p25,0.9355011551324904,196,11,True,42.0,11,0.05612244897959184,1.0,52.0,60.703250723422826,True,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_004_outbreak,validation_fast_respiratory_004,outbreak,fast_respiratory,2.7032507234228262,rolling_quantile,Rolling quantile,review_1d,sensitivity_prioritized_target_2p25,0.022483025315888423,196,13,True,27.0,13,0.0663265306122449,1.0,52.0,60.703250723422826,True,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_004_outbreak,validation_fast_respiratory_004,outbreak,fast_respiratory,2.7032507234228262,EWMA,EWMA,review_1d,sensitivity_prioritized_target_2p25,1.0603197769194608,196,9,True,24.0,9,0.04591836734693878,1.0,52.0,60.703250723422826,True,True,False,51.0,9.703250723422826,-1.0,observable_expansion_primary,1.0
validation_fast_respiratory_004_outbreak,validation_fast_respiratory_004,outbreak,fast_respiratory,2.7032507234228262,CUSUM,CUSUM,review_1d,sensitivity_prioritized_target_2p25,1.5087565142938533,196,1,True,30.0,1,0.00510204081632653,1.0,52.0,60.703250723422826,True,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_004_outbreak,validation_fast_respiratory_004,outbreak,fast_respiratory,2.7032507234228262,BOCPD,Bayesian online changepoint,review_1d,sensitivity_prioritized_target_2p25,0.03316165162890901,196,4,True,24.0,4,0.02040816326530612,1.0,52.0,60.703250723422826,True,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_004_no_outbreak,validation_fast_respiratory_004,no_outbreak,fast_respiratory,2.7032507234228262,EEMD_CWT_Rt_concordance,EEMD-CWT/Rt concordance,review_1d,sensitivity_prioritized_target_2p25,1.055219814777607,196,2,True,51.0,2,0.01020408163265306,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_004_no_outbreak,validation_fast_respiratory_004,no_outbreak,fast_respiratory,2.7032507234228262,Rt_P_gt_1,Cori-style P(Rt>1),review_1d,sensitivity_prioritized_target_2p25,0.9355011551324904,196,8,True,36.0,8,0.04081632653061224,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_004_no_outbreak,validation_fast_respiratory_004,no_outbreak,fast_respiratory,2.7032507234228262,rolling_quantile,Rolling quantile,review_1d,sensitivity_prioritized_target_2p25,0.022483025315888423,196,6,True,63.0,6,0.030612244897959183,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_004_no_outbreak,validation_fast_respiratory_004,no_outbreak,fast_respiratory,2.7032507234228262,EWMA,EWMA,review_1d,sensitivity_prioritized_target_2p25,1.0603197769194608,196,8,True,27.0,8,0.04081632653061224,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_004_no_outbreak,validation_fast_respiratory_004,no_outbreak,fast_respiratory,2.7032507234228262,CUSUM,CUSUM,review_1d,sensitivity_prioritized_target_2p25,1.5087565142938533,196,5,True,27.0,5,0.025510204081632654,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_004_no_outbreak,validation_fast_respiratory_004,no_outbreak,fast_respiratory,2.7032507234228262,BOCPD,Bayesian online changepoint,review_1d,sensitivity_prioritized_target_2p25,0.03316165162890901,196,0,False,,0,0.0,0.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_005_outbreak,validation_fast_respiratory_005,outbreak,fast_respiratory,3.576632172875886,EEMD_CWT_Rt_concordance,EEMD-CWT/Rt concordance,review_1d,sensitivity_prioritized_target_2p25,1.055219814777607,196,10,True,45.0,10,0.05102040816326531,1.0,66.0,76.57663217287589,True,True,False,72.0,4.57663217287589,6.0,observable_expansion_primary,1.0
validation_fast_respiratory_005_outbreak,validation_fast_respiratory_005,outbreak,fast_respiratory,3.576632172875886,Rt_P_gt_1,Cori-style P(Rt>1),review_1d,sensitivity_prioritized_target_2p25,0.9355011551324904,196,10,True,30.0,10,0.05102040816326531,1.0,66.0,76.57663217287589,True,True,False,72.0,4.57663217287589,6.0,observable_expansion_primary,1.0
validation_fast_respiratory_005_outbreak,validation_fast_respiratory_005,outbreak,fast_respiratory,3.576632172875886,rolling_quantile,Rolling quantile,review_1d,sensitivity_prioritized_target_2p25,0.022483025315888423,196,6,True,30.0,6,0.030612244897959183,1.0,66.0,76.57663217287589,True,True,False,69.0,7.57663217287589,3.0,observable_expansion_primary,1.0
validation_fast_respiratory_005_outbreak,validation_fast_respiratory_005,outbreak,fast_respiratory,3.576632172875886,EWMA,EWMA,review_1d,sensitivity_prioritized_target_2p25,1.0603197769194608,196,6,True,30.0,6,0.030612244897959183,1.0,66.0,76.57663217287589,True,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_005_outbreak,validation_fast_respiratory_005,outbreak,fast_respiratory,3.576632172875886,CUSUM,CUSUM,review_1d,sensitivity_prioritized_target_2p25,1.5087565142938533,196,1,True,30.0,1,0.00510204081632653,1.0,66.0,76.57663217287589,True,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_005_outbreak,validation_fast_respiratory_005,outbreak,fast_respiratory,3.576632172875886,BOCPD,Bayesian online changepoint,review_1d,sensitivity_prioritized_target_2p25,0.03316165162890901,196,1,True,30.0,1,0.00510204081632653,1.0,66.0,76.57663217287589,True,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_005_no_outbreak,validation_fast_respiratory_005,no_outbreak,fast_respiratory,3.576632172875886,EEMD_CWT_Rt_concordance,EEMD-CWT/Rt concordance,review_1d,sensitivity_prioritized_target_2p25,1.055219814777607,196,2,True,156.0,2,0.01020408163265306,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_005_no_outbreak,validation_fast_respiratory_005,no_outbreak,fast_respiratory,3.576632172875886,Rt_P_gt_1,Cori-style P(Rt>1),review_1d,sensitivity_prioritized_target_2p25,0.9355011551324904,196,4,True,69.0,4,0.02040816326530612,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_005_no_outbreak,validation_fast_respiratory_005,no_outbreak,fast_respiratory,3.576632172875886,rolling_quantile,Rolling quantile,review_1d,sensitivity_prioritized_target_2p25,0.022483025315888423,196,6,True,39.0,6,0.030612244897959183,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_005_no_outbreak,validation_fast_respiratory_005,no_outbreak,fast_respiratory,3.576632172875886,EWMA,EWMA,review_1d,sensitivity_prioritized_target_2p25,1.0603197769194608,196,9,True,27.0,9,0.04591836734693878,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_005_no_outbreak,validation_fast_respiratory_005,no_outbreak,fast_respiratory,3.576632172875886,CUSUM,CUSUM,review_1d,sensitivity_prioritized_target_2p25,1.5087565142938533,196,6,True,27.0,6,0.030612244897959183,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_005_no_outbreak,validation_fast_respiratory_005,no_outbreak,fast_respiratory,3.576632172875886,BOCPD,Bayesian online changepoint,review_1d,sensitivity_prioritized_target_2p25,0.03316165162890901,196,0,False,,0,0.0,0.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_006_outbreak,validation_fast_respiratory_006,outbreak,fast_respiratory,2.63859693376354,EEMD_CWT_Rt_concordance,EEMD-CWT/Rt concordance,review_1d,sensitivity_prioritized_target_2p25,1.055219814777607,196,8,True,45.0,8,0.04081632653061224,1.0,66.0,77.63859693376354,True,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_006_outbreak,validation_fast_respiratory_006,outbreak,fast_respiratory,2.63859693376354,Rt_P_gt_1,Cori-style P(Rt>1),review_1d,sensitivity_prioritized_target_2p25,0.9355011551324904,196,14,True,45.0,14,0.07142857142857142,1.0,66.0,77.63859693376354,True,True,False,72.0,5.638596933763537,6.0,observable_expansion_primary,1.0
validation_fast_respiratory_006_outbreak,validation_fast_respiratory_006,outbreak,fast_respiratory,2.63859693376354,rolling_quantile,Rolling quantile,review_1d,sensitivity_prioritized_target_2p25,0.022483025315888423,196,6,True,42.0,6,0.030612244897959183,1.0,66.0,77.63859693376354,True,True,False,66.0,11.638596933763537,0.0,observable_expansion_primary,1.0
validation_fast_respiratory_006_outbreak,validation_fast_respiratory_006,outbreak,fast_respiratory,2.63859693376354,EWMA,EWMA,review_1d,sensitivity_prioritized_target_2p25,1.0603197769194608,196,10,True,39.0,10,0.05102040816326531,1.0,66.0,77.63859693376354,True,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_006_outbreak,validation_fast_respiratory_006,outbreak,fast_respiratory,2.63859693376354,CUSUM,CUSUM,review_1d,sensitivity_prioritized_target_2p25,1.5087565142938533,196,2,True,30.0,2,0.01020408163265306,1.0,66.0,77.63859693376354,True,False,True,,,,observable_expansion_primary,1.0
validation_fast_respiratory_006_outbreak,validation_fast_respiratory_006,outbreak,fast_respiratory,2.63859693376354,BOCPD,Bayesian online changepoint,review_1d,sensitivity_prioritized_target_2p25,0.03316165162890901,196,6,True,24.0,6,0.030612244897959183,1.0,66.0,77.63859693376354,True,True,False,72.0,5.638596933763537,6.0,observable_expansion_primary,1.0
validation_fast_respiratory_006_no_outbreak,validation_fast_respiratory_006,no_outbreak,fast_respiratory,2.63859693376354,EEMD_CWT_Rt_concordance,EEMD-CWT/Rt concordance,review_1d,sensitivity_prioritized_target_2p25,1.055219814777607,196,1,True,45.0,1,0.00510204081632653,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_006_no_outbreak,validation_fast_respiratory_006,no_outbreak,fast_respiratory,2.63859693376354,Rt_P_gt_1,Cori-style P(Rt>1),review_1d,sensitivity_prioritized_target_2p25,0.9355011551324904,196,11,True,24.0,11,0.05612244897959184,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_006_no_outbreak,validation_fast_respiratory_006,no_outbreak,fast_respiratory,2.63859693376354,rolling_quantile,Rolling quantile,review_1d,sensitivity_prioritized_target_2p25,0.022483025315888423,196,3,True,24.0,3,0.015306122448979591,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_006_no_outbreak,validation_fast_respiratory_006,no_outbreak,fast_respiratory,2.63859693376354,EWMA,EWMA,review_1d,sensitivity_prioritized_target_2p25,1.0603197769194608,196,7,True,24.0,7,0.03571428571428571,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_006_no_outbreak,validation_fast_respiratory_006,no_outbreak,fast_respiratory,2.63859693376354,CUSUM,CUSUM,review_1d,sensitivity_prioritized_target_2p25,1.5087565142938533,196,7,True,24.0,7,0.03571428571428571,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
validation_fast_respiratory_006_no_outbreak,validation_fast_respiratory_006,no_outbreak,fast_respiratory,2.63859693376354,BOCPD,Bayesian online changepoint,review_1d,sensitivity_prioritized_target_2p25,0.03316165162890901,196,3,True,24.0,3,0.015306122448979591,1.0,,,False,False,False,,,,observable_expansion_primary,1.0
